Smiles
OB(c1ccccc1)O
OB(c1cccc2c1cccc2)O
OB(c1cc(cccc2)c2cc1)O
COC(c1ccc(B(O)O)cc1)=O
Nc(cccc1)c1-c1ccc(B(O)O)cc1
OB(c1cccc(F)c1)O
OB(c(cc1)ccc1O)O
OB(c(cc1)ccc1F)O
OB(c1cc(cccc2)c2nc1)O
OB(c(cc1)ccc1Br)O
OB(c(cc1)ccc1Cl)O
Nc(cccc1)c1Nc1ccc(B(O)O)cc1
OB(c1cccc(C(OCC2CC2)=O)c1)O
OB(c1cccc(C(Oc(cccc2)c2C(O)=O)=O)c1)O
OB(c1cccc2c1cccc2F)O
OB(c1cccc(Br)c1)O
OB(c1cc(Nc2ccccc2)ccc1)O
OB(c1cccc(-c(cc(cc2)C(O)=O)c2F)c1)O
COc(cc1)c(B(O)O)cc1C(O)=O
Cc1cccc(B(O)O)c1
COc(c(B(O)O)ccc1)c1C(O)=O
OB(c1cccc(C(O)=O)c1F)O
Nc1c(CC(c2ccc(B(O)O)cc2)=O)cccc1
OB(c1cccc(Cl)c1)O
Nc1c(C=Cc2ccc(B(O)O)cc2)cccc1
OB(c1cc(c(F)ccc2)c2cc1)O
COC(c(cc1)ccc1C#Cc1cc(B(O)O)ccc1)=O
OB(c1cccc(C(C2CC2)=O)c1)O
COC(COC(c1cc(B(O)O)ccc1)=O)=O
CC(C)c(cc1)c(B(O)O)cc1C(O)=O
COCC(c1cc(B(O)O)ccc1)=O
Nc(cccc1)c1-c1cccc(B(O)O)c1
OB(c1cccc2c1ccc(F)c2)O
Nc(cccc1)c1-c1c(B(O)O)cccc1
OB(c1cccc(cc2)c1cc2F)O
OB(c(cc1)cc2c1c(F)ccc2)O
OB(c1cccc(-c2cc(C=O)cc(C(O)=O)c2)c1)O
Cc1ccc(B(O)O)cc1
Nc(cccc1)c1NC(c1ccc(B(O)O)cc1)=O
COC(Cc1cc(B(O)O)ccc1)=O
OB(c1cccc(-c2cc(C(O)=O)cc(F)c2)c1)O
Nc(cccc1)c1SCc1ccc(B(O)O)cc1
OB(c(cccc1)c1C(O)=O)O
COc(ccc(B(O)O)c1)c1C(O)=O
OB(c1cccc(-c2ccc(C(O)=O)[o]2)c1)O
Nc(cccc1)c1S(c1ccc(B(O)O)cc1)(=O)=O
Nc(cccc1)c1Nc1c(B(O)O)cccc1
Nc1c(COc2ccc(B(O)O)cc2)cccc1
CCCC(Cc1cc(B(O)O)ccc1)=O
OB(c1cccc2c1nccc2)O
Nc(cccc1)c1C(c1ccc(B(O)O)cc1)=O
OB(c1cccc2c1cccc2O)O
Nc(cccc1)c1Oc1ccc(B(O)O)cc1
OB(c1cccc(C2(CC2)c(cccc2)c2C(O)=O)c1)O
COC(CCc1cc(B(O)O)ccc1)=O
COC(c(cc1)ccc1OC(c1cc(B(O)O)ccc1)=O)=O
COC(c1cc(/C=C/c2cc(B(O)O)ccc2)ccc1)=O
OB(c1cccc(C(C2(CC2)c(cc2)ccc2C(O)=O)=O)c1)O
OB(c1cccc(O)c1)O
CN(Cc1ccc(B(O)O)cc1)Cc(cccc1)c1N
COC(c(cc1)ccc1C(C(c1cc(B(O)O)ccc1)=O)=O)=O
OB(c(cccc1)c1NC1CC1)O
COC(c(cc1)cc(B(O)O)c1F)=O
Nc(cc1)ccc1C(c1ccc(B(O)O)cc1)=O
Cc(c(B(O)O)ccc1)c1C(O)=O
OB(c1cccc(CC2(CC2)O)c1)O
OB(c(cc1)ccc1I)O
CCCC(c1cc(B(O)O)ccc1)=O
OB(c1cccc(-c(c(O)ccc2)c2C(O)=O)c1)O
CNCc1ccc(B(O)O)cc1
COC(c(cc1)ccc1C(c1cc(B(O)O)ccc1)=N)=O
NC(c1ccc(B(O)O)cc1)=S
OB(c1cc(c(F)ccc2)c2nc1)O
NCc(cccc1)c1-c1ccc(B(O)O)cc1
OB(c(cc(cc1)C(O)=O)c1F)O
NC(C1)CN1c1cccc(B(O)O)c1
CC(OCc1cc(B(O)O)ccc1)=O
Nc(cccc1)c1Oc1cc(B(O)O)ccc1
OB(c1cccc(COCC(O)=O)c1)O
OB(c1cccc([C@H](C2)C[C@H]2C(O)=O)c1)O
CSc1ccc(B(O)O)cc1
COc1cc(B(O)O)ccc1
Nc(cccc1)c1N(c1ccccc1)c1ccc(B(O)O)cc1
OB(c1cc(cccc2F)c2nc1)O
CN(C)c(cccc1)c1Nc1ccc(B(O)O)cc1
OB(c(cc1)ccc1NC(C1CC1)=O)O
Nc(cccc1)c1C#Cc1ccc(B(O)O)cc1
CC(C)c1cc(C(O)=O)cc(-c2cc(B(O)O)ccc2)c1
CC(C)C(c1cc(B(O)O)ccc1)=O
Nc(cccc1)c1C(c1cc(B(O)O)ccc1)=O
Nc(cccc1)c1S(Nc1ccc(B(O)O)cc1)(=O)=O
OB(c1cccc(CNCc2cccc(C(O)=O)c2)c1)O
OB(c1cccc(F)c1C(O)=O)O
CCOC(c1cc(B(O)O)ccc1)=O
Nc(cccc1)c1NCc1ccc(B(O)O)cc1
OB(c1cccc(-c2cc(C(O)=O)cc(Cl)c2)c1)O
OB(c1cccc(Cc(cccc2)c2C(O)=O)c1)O
Nc(cc1)ccc1C(Oc1ccc(B(O)O)cc1)=O
CC(Nc1ccc(B(O)O)cc1)=O
CC(C)(Cc1cc(B(O)O)ccc1)O
OB(c1cccc(C(O)=O)c1Cl)O
CC(C)(CC(O)=O)c1cc(B(O)O)ccc1
CSc1cc(B(O)O)ccc1
Nc1c(Cc2ccc(B(O)O)cc2)cccc1
Nc(cc1)ccc1C(c1c(B(O)O)cccc1)=O
COC(c1cc(O)cc(-c2cc(B(O)O)ccc2)c1)=O
NC(COC(c1cc(B(O)O)ccc1)=O)=O
CN(C)C(c1ccc(B(O)O)cc1)=O
COc1cc(B(O)O)cc(C(O)=O)c1
CN(Cc1ccc(B(O)O)cc1)c(cccc1)c1N
OB(c1ccc(CC(O)=O)cc1)O
OB(c1cnccc1)O
OB(c(cc1)cc(Cl)c1C(O)=O)O
Nc1c(C2(CC2)c2ccc(B(O)O)cc2)cccc1
CC(C)OC(c1cc(B(O)O)ccc1)=O
OB(c(cc1)ccc1NC=O)O
Nc(cccc1)c1C(Nc1ccc(B(O)O)cc1)=O
OB(c1cccc(-c(ccc(C(O)=O)c2)c2Cl)c1)O
Cc1cc(B(O)O)cc(-c2cc(N)ccc2)c1
OB(c1cccc(C(Cc(cc2)ccc2C(O)=O)=O)c1)O
CC(C)(C)c(ccc(B(O)O)c1)c1C(O)=O
OB(c1cccc(-c(cc2)cc(O)c2C(O)=O)c1)O
CN(c1ccccc1)S(c1ccc(B(O)O)cc1)(=O)=O
COc1ccc(B(O)O)cc1
C#CCOC(c1cc(B(O)O)ccc1)=O
COC(C(Cc1cc(B(O)O)ccc1)=O)=O
OB(c1cccc(nc2)c1cc2F)O
OB(c1ccnc2c1cccc2F)O
NCc(cccc1)c1C(c1ccc(B(O)O)cc1)=O
OB(c1cncc2c1cccc2F)O
Nc1cccc(Cc2c(B(O)O)cccc2)c1
OB(c1cccc2c1cccc2Br)O
OB(c(cc1)ccc1Nc(cccc1)c1Cl)O
OB(c1cccc2c1cncn2)O
Nc1cccc(OCc2ccc(B(O)O)cc2)c1
Nc(cc1)ccc1-c1ccc(-c2ccc(B(O)O)cc2)[o]1
CN(C)c(cccc1)c1Oc1ccc(B(O)O)cc1
Cc(cc1)c(B(O)O)cc1C(O)=O
OB(c(cc1)ccc1NC(Nc1ccccc1)=O)O
OB(c1cccc(C(OCCCCO)=O)c1)O
OB(c1cccc(C(CCC2)=C2C(O)=O)c1)O
OB(c1cccc(C(OC(F)(F)F)=O)c1)O
Cc(cc1)nc2c1c(B(O)O)ccc2
Nc1cccc(-c2c(B(O)O)cccc2)c1
OB(c1cc(nccc2)c2nc1)O
CC(C)N(c1ccc(B(O)O)cc1)c(cccc1)c1N
OB(c1cnnc2c1cccc2)O
CCCc(cc1)c(B(O)O)cc1C(O)=O
Nc1c(CN(C2CC2)c2ccc(B(O)O)cc2)cccc1
CCC(c1cc(B(O)O)ccc1)=O
OB(c1ccnc2c1cccc2)O
Nc(cccc1)c1N(C1CC1)c1ccc(B(O)O)cc1
CC(C)(Cc1ccc(B(O)O)cc1)c(cccc1)c1N
OB(c(cc1)ccc1Nc(cccc1)c1F)O
CCCOC(c1cc(B(O)O)ccc1)=O
Nc(cccc1)c1Sc1ccc(B(O)O)cc1
Nc1cccc(C(c2ccc(B(O)O)cc2)=O)c1
OB(c1cccc(-c2cc(C(O)=O)cc(Br)c2)c1)O
Cc1cc(B(O)O)cc(C(O)=O)c1
Cc(cc(B(O)O)cc1)c1C(O)=O
OB(c1ccc(CNc2ccccc2)cc1)O
Nc(cccc1)c1C(c1ccc(B(O)O)cc1)=N
CN(C(c1ccc(B(O)O)cc1)=O)c(cccc1)c1N
CN(C)C(c1cc(B(O)O)ccc1)=O
Nc1c(CNCc2ccc(B(O)O)cc2)cccc1
[O-][N+](c1c(B(O)O)cccc1)=O
COC(c1cc(B(O)O)ccc1)OC
OB(c1cccc(c(F)c2)c1cc2F)O
Nc1ccc(COCc2ccc(B(O)O)cc2)cc1
Nc1cccc(CC(c2ccc(B(O)O)cc2)=O)c1
OB(c1cccc(C(O)=O)c1Br)O
CN(C(c1ccc(B(O)O)cc1)=O)c1ccccc1
COCC(COC)OC(c1cc(B(O)O)ccc1)=O
CC(COC(c1cc(B(O)O)ccc1)=O)=O
Nc(cc1)ccc1S(c1ccc(B(O)O)cc1)(=O)=O
NC(N(c1ccccc1)c1cc(B(O)O)ccc1)=O
COC(c(cc1)ccc1C(OCc1cc(B(O)O)ccc1)=O)=O
OB(c1cccc(CC(c(cc2)ccc2C(O)=O)=O)c1)O
Nc1cccc(Oc2cc(B(O)O)ccc2)c1
NC(N(c1ccccc1)c1c(B(O)O)cccc1)=O
Nc1cccc(COCc2ccc(B(O)O)cc2)c1
OB(c(c(C(O)=O)ccc1)c1F)O
OB(c1cc(C(O)=O)cc(C=O)c1)O
OB(c1cc(F)cc(C(O)=O)c1)O
CNc1cccc(Nc2ccc(B(O)O)cc2)c1
Cc1nc(c(B(O)O)ccc2)c2cc1
OB(c1cccc(I)c1)O
OB(c1cccc(C=CCC(O)=O)c1)O
Nc(cc1)ccc1C(c1cc(B(O)O)ccc1)=O
CC(C)(c(cc1)ccc1C(OC)=O)c1cc(B(O)O)ccc1
CO[C@H](C1)C[C@@H]1OC(c1cc(B(O)O)ccc1)=O
OB(c(cc1)cc(C(O)=O)c1F)O
OB(c1cccc(-c2c(CO)ccc(C(O)=O)c2)c1)O
OB(c1cccc(cc2)c1cc2Br)O
OB(c1cccc2c1ccc(F)n2)O
Cc(cccc1)c1Nc1ccc(B(O)O)cc1
Cc1cc(B(O)O)cc(-c(cc2)ccc2N)n1
Cc(ccc(B(O)O)c1)c1C(O)=O
OB(c1cccc(C(O)=O)c1C=O)O
Nc1c(Cc2cccc(B(O)O)c2)cccc1
COC(c1ccc(COC(c2cc(B(O)O)ccc2)=O)cc1)=O
OB(c1cccc(CC(O)=O)c1)O
CN(c1cccc(B(O)O)c1)c(cccc1)c1N
OB(c1cccc(C(/C=C/C(O)=O)=O)c1)O
OB(c1cccc2c1ccc(Br)c2)O
Cc(ccc(-c1cc(B(O)O)ccc1)c1)c1C(O)=O
Cc1cc(c(B(O)O)ccc2)c2nc1
CN=C(c1ccc(B(O)O)cc1)c(cccc1)c1N
COc1cc(c(B(O)O)ccc2)c2nc1
OB(c1cccc2c1cccn2)O
OB(c1cccc(CS(O)(=O)=O)c1)O
COC(C(C(OC)=O)c1cc(B(O)O)ccc1)=O
Nc1c(CNc2ccc(B(O)O)cc2)cccc1
CC(C)(c(cc1)ccc1C(O)=O)c1cc(B(O)O)ccc1
COCCNc1ccc(B(O)O)cc1
CC(OCOC(c1cc(B(O)O)ccc1)=O)=O
COc(cc1)nc2c1ncc(B(O)O)c2
COc(cc(B(O)O)cc1)c1-c1cc(N)ccc1
COC(C(C(OC)=O)=Cc1cc(B(O)O)ccc1)=O
OB(c(cc1)cc(c(F)c2)c1cc2F)O
Nc(cc1)ccc1C(NC(c1ccc(B(O)O)cc1)=O)=O
NC(c1ccc(B(O)O)cc1)=N
NCC(c1ccc(B(O)O)cc1)=O
COc1cccc2c1cccc2B(O)O
CC(C)(C(OC)=O)OC(c1cc(B(O)O)ccc1)=O
CC(Nc1cc(B(O)O)ccc1)=O
NC(c1cc(B(O)O)ccc1)=S
N#Cc(c(B(O)O)ccc1)c1C(O)=O
Cc1ccnc2c1c(B(O)O)ccc2
Nc(cc1)ccc1C#Cc1ccc(B(O)O)cc1
OB(c(ccc(C(O)=O)c1)c1F)O
CON=C(c1ccc(B(O)O)cc1)c(cc1)ccc1N
OB(c(c(C(O)=O)ccc1)c1Cl)O
Nc1cccc(C(c2cc(B(O)O)ccc2)=O)c1
CC(C)(C)OC(c1cc(B(O)O)ccc1)=O
COC(c1cc(B(O)O)cc(F)c1)=O
Nc1ccc(COc2ccc(B(O)O)cc2)cc1
OB(c1cccc(C(OCc(cc2)ccc2C(O)=O)=O)c1)O
Nc1nc(cccc2)c2[n]1-c1ccc(B(O)O)cc1
Cc(cc(cc1)C(O)=O)c1-c1cc(B(O)O)ccc1
CNC(c1cc(B(O)O)ccc1)=O
Nc1ccc(CNc2ccc(B(O)O)cc2)cc1
CN(Cc1ccc(B(O)O)cc1)Cc(cc1)ccc1N
COC(c(cc1)cc(B(O)O)c1Cl)=O
Cc(cc(cc1)-c2cc(B(O)O)ccc2)c1C(O)=O
CC(C)(c1ccc(B(O)O)cc1)c1cc(N)ccc1
CC(C)(C)Nc1cccc(B(O)O)c1
CNC(Nc1c(B(O)O)cccc1)=O
CC(C)(c1ccc(B(O)O)cc1)c(cccc1)c1N
OB(c(cc1)ccc1Nc(cccc1)c1Br)O
Nc(cc1)ccc1C(Cc1cc(B(O)O)ccc1)=O
NCc(cc1)ccc1N(C1CC1)c1ccc(B(O)O)cc1
OB(c1cccc(C(OC(F)F)=O)c1)O
OB(c1cccc(nc2)c1cc2Br)O
Nc1cccc(-c(cccc2)c2-c2ccc(B(O)O)cc2)c1
[O-][N+](c(cc1)c(B(O)O)cc1C(O)=O)=O
CN(Cc1ccc(B(O)O)cc1)Cc1cc(N)ccc1
OB(c1cccc2c1ccnc2)O
OB(c1cc(cccc2)c2c(F)c1)O
CC(C)(Cc1cc(B(O)O)ccc1)Cc1cccc(C(O)=O)c1
Cc1c(CC(O)=O)cc(B(O)O)cc1
Nc1c(CNc2cccc(B(O)O)c2)cccc1
OB(c1cccc2c1ncc(F)c2)O
Cc(c(B(O)O)ccc1)c1C(OC)=O
Nc(cc1)ccc1S(c1cc(B(O)O)ccc1)(=O)=O
OB(c1cccc(N(CC2)C2=O)c1)O
OB(c(cc1)cc2c1cncc2)O
OB(c1cccc(cc2)c1nc2F)O
OB(c1cc(cccn2)c2nc1)O
CC(C)(c(cc1)ccc1N)c1cccc(B(O)O)c1
Cc1cc(c(B(O)O)ccc2)c2c(C)n1
Cc1nc(cccc2)c2c(B(O)O)c1
Nc1c(CCc2cccc(B(O)O)c2)cccc1
Cc1cc(B(O)O)cc(C(c(cc2)ccc2N)=O)c1
Nc1ccc(CC(Nc2ccc(B(O)O)cc2)=O)cc1
Nc1ccc(Cc2c(B(O)O)cccc2)cc1
OB(c1cccc(C(C(O)=O)(F)F)c1)O
Nc1ccc(CN(CC2CC2)c2ccc(B(O)O)cc2)cc1
OB(c1cccc(CC(Cc2cccc(C(O)=O)c2)=O)c1)O
COC(N(c1ccccc1)c1ccc(B(O)O)cc1)=O
CC(c1ccc(B(O)O)cc1)=Nc1ccccc1
Cc1nccc2c1cccc2B(O)O
CNC(c1ccc(B(O)O)cc1)=O
OB(c(cc1)ccc1-c1cccc(C(O)=O)c1)O
CN(Cc(cc1)ccc1N)Cc1cccc(B(O)O)c1
Cc(ccc(C(O)=O)c1)c1-c1cc(B(O)O)ccc1
CN(C)C(Nc1cc(B(O)O)ccc1)=O
OB(c1cccc(CC(NO)=O)c1)O
Nc1cccc(OC(Oc2ccc(B(O)O)cc2)=O)c1
Cc(cc1)cc(B(O)O)c1C(O)=O
OB(c(cccc1)c1F)O
C[n]1c(-c(cc2)ccc2N)ccc1-c1ccc(B(O)O)cc1
Nc1ccc(COCc2cc(B(O)O)ccc2)cc1
Nc(cc1)ccc1-c1ccc[n]1Cc1ccc(B(O)O)cc1
OB(c(cc1)ccc1C(Nc1ccccc1)=O)O
OB(c1cccc(C(O)O)c1)O
OB(c1cc(F)cc(F)c1)O
Nc1cccc(C(Cc2ccc(B(O)O)cc2)=O)c1
OB(c1cccc(C(CCC(O)=O)=O)c1)O
OB(c1cccc(NC=O)c1)O
COc1cc(cccc2B(O)O)c2nc1
Nc(cc1)ccc1S(Nc1ccc(B(O)O)cc1)(=O)=O
OB(c(cc1)cc(cc2)c1cc2F)O
